product_id,category,price,rating,reviews,discount,sales_last_7d,revenue_last_7d,revenue_next_7d
48,electronics,3549,2,299,37,37,105050.4,92755.10678771223
49,electronics,3750,2,168,62,53,159000.0,81898.60663700796
50,electronics,451,4,62,52,77,27781.600000000002,17102.77570777737
51,home,3722,2,36,40,32,95283.2,65023.40998507733
52,electronics,2425,4,47,67,76,147440.0,68676.33577345037
53,home,2873,4,336,41,38,87339.2,73082.89536138233
54,electronics,2457,3,61,40,57,112039.2,80135.86039459734
55,electronics,766,3,392,49,8,4902.4,3389.7803538401386
56,home,3821,1,80,65,58,177294.40000000002,86252.00880488662
57,home,2385,3,115,19,11,20988.0,21727.346496751154
58,electronics,2538,2,341,1,61,123854.40000000001,161058.76172705553
59,home,3084,2,182,1,77,189974.4,273838.8390632215
60,electronics,1452,4,292,62,22,25555.199999999997,10462.017647363416
61,home,1294,1,309,19,62,64182.4,76558.650292094
62,home,2909,1,386,57,38,88433.59999999999,47117.0054605276
63,electronics,907,1,348,25,57,41359.200000000004,38959.89721865538
64,electronics,2244,4,119,13,27,48470.4,45063.906039256166
65,home,3275,2,175,28,31,81220.0,73145.74542549832
66,electronics,1834,4,16,20,44,64556.8,66372.8905026218
67,electronics,3983,2,105,36,20,63728.0,54245.61586200818
68,electronics,2196,2,222,8,19,33379.2,33093.50639895901
69,electronics,2187,4,115,31,29,50738.399999999994,47834.29350658586
70,electronics,1536,3,36,21,59,72499.2,69883.89222169749
71,electronics,3532,1,271,19,21,59337.6,55787.58665588868
72,electronics,440,4,56,21,44,15488.0,14039.917472094212
73,electronics,1127,1,56,36,0,0.0,0.0
74,electronics,841,1,125,31,68,45750.399999999994,39315.44036370652
75,electronics,1183,1,7,7,68,64355.2,67626.15867523904
76,home,509,3,27,51,62,25246.399999999998,14856.909079400944
77,electronics,1318,4,186,53,42,44284.8,28445.47524801457
78,electronics,2766,1,357,59,41,90724.8,39386.24746621386
79,home,3363,4,48,63,45,121068.0,58530.76949139292
80,electronics,2947,3,309,24,3,7072.799999999999,6453.227802911299
81,home,3368,4,235,65,31,83526.40000000001,36923.02143269316
82,home,287,2,158,22,44,10102.4,9324.481673379272
83,home,105,3,308,0,11,924.0,1021.1361627299773
84,home,2437,4,14,26,0,0.0,0.0
85,electronics,1706,4,119,3,8,10918.4,12281.646519587508
86,home,231,1,63,37,22,4065.6000000000004,2901.956189821342
87,home,21,1,26,24,65,1092.0,982.2022556597677
88,electronics,1974,2,77,46,7,11054.4,8426.409562798053
89,home,2838,3,242,51,65,147576.0,91108.65930067444
90,electronics,2922,3,318,62,52,121555.2,51112.77405643157
91,electronics,2012,3,299,56,33,53116.799999999996,32809.26670393462
92,electronics,3427,3,209,2,64,175462.4,231529.41396665003
93,electronics,1733,3,233,23,50,69320.0,57395.898733971975
94,electronics,3241,4,195,18,47,121861.6,114125.82525415657
95,electronics,2874,2,235,35,4,9196.8,8239.943553641553
96,home,86,2,76,24,39,2683.2,2164.303702636319
97,home,1567,2,343,4,65,81484.0,86265.31453440606
98,electronics,2304,2,253,29,25,46080.0,42610.91207590736
99,home,1324,3,153,5,22,23302.4,31111.72783671349
100,electronics,1300,3,74,17,71,73840.0,86404.14664669982
101,home,3068,2,391,47,30,73632.0,44484.81501080256
102,home,955,3,105,30,47,35908.0,34689.34238441199
103,home,1908,4,18,52,48,73267.20000000001,37244.08219953087
104,electronics,149,1,146,35,47,5602.400000000001,4535.771718879673
105,electronics,1711,3,369,21,25,34220.0,27559.05211916837
106,electronics,1662,4,211,68,13,17284.8,7586.594445852027
107,electronics,1566,1,397,21,68,85190.4,76596.08653878009
108,electronics,682,1,138,52,78,42556.8,28915.0735215412
109,electronics,312,2,327,44,42,10483.199999999999,8726.041742120286
110,electronics,2004,2,98,21,28,44889.6,40227.964146698556
111,home,183,2,57,40,69,10101.6,7388.4224277405965
112,home,2945,4,64,0,1,2356.0,3238.7057432453207
113,home,3694,2,351,30,22,65014.399999999994,61295.09066702093
114,electronics,1067,4,398,66,32,27315.2,11695.737037036095
115,home,1968,4,327,21,33,51955.200000000004,50536.81598485996
116,electronics,3140,4,153,18,7,17584.0,19288.03278822708
117,home,3241,3,256,20,30,77784.0,87496.4551692818
118,electronics,166,4,226,66,53,7038.400000000001,3283.2366174184986
119,electronics,1138,4,341,22,27,24580.8,22729.803455363763
120,home,2940,1,101,31,71,166992.0,145674.3167493874
121,home,2981,3,326,33,53,126394.40000000001,96030.11464126708
122,electronics,2735,1,247,3,11,24068.0,31769.495294122244
123,electronics,3366,3,322,28,57,153489.6,125522.3000472472
124,electronics,3704,1,288,19,79,234092.8,235182.38608374933
125,home,3378,1,219,63,41,110798.40000000001,61361.88142990961
126,home,3685,4,154,52,22,64856.0,45038.63988006996
127,electronics,2676,4,236,61,13,27830.4,11688.790774401306
128,electronics,1089,1,211,51,36,31363.2,22351.50116452651
129,electronics,451,3,312,34,33,11906.4,9760.534910007624
130,electronics,1992,4,346,5,2,3187.2,4167.465679046789
131,home,3565,4,397,52,7,19964.0,12606.544487250349
132,electronics,2632,2,389,51,17,35795.2,22305.724712148585
133,home,158,4,64,39,63,7963.200000000001,5570.949752445713
134,home,3251,1,72,59,22,57217.600000000006,24066.504664566222
135,home,2206,4,250,52,57,100593.59999999999,70479.06380647072
136,electronics,1121,3,52,18,30,26904.0,27238.25100590582
137,electronics,149,1,300,58,76,9059.2,4187.657740570892
138,electronics,3195,1,128,4,19,48564.0,54810.39454850599
139,home,1738,3,125,15,28,38931.200000000004,34942.63253415149
140,home,688,1,15,42,33,18163.2,11239.244688756708
141,electronics,3875,1,137,37,21,65100.0,43075.076391626644
142,home,123,4,219,60,14,1377.6000000000001,733.783982760519
143,electronics,82,1,128,26,61,4001.5999999999995,4213.017663273076
144,electronics,2749,4,64,15,35,76972.0,87986.75744521957
145,home,55,4,309,66,75,3300.0,1211.9255511241747
146,home,1260,2,282,38,62,62496.0,42244.49711649832
147,electronics,3658,2,119,26,79,231185.6,177504.29145918385
148,electronics,3107,4,47,33,22,54683.2,37518.526727927965
149,home,1006,1,343,18,75,60360.0,70059.30793100325
150,electronics,356,2,27,1,1,284.8,315.19258135517543
151,home,1685,4,20,59,40,53920.0,29885.778153629013
152,home,700,3,339,8,72,40320.0,37221.621681517725
153,home,2183,3,62,22,35,61124.0,64190.887665756185
154,home,2201,1,167,35,45,79236.0,70799.38769700543
155,electronics,2592,3,341,14,76,157593.6,178494.38363189934
156,home,1334,2,217,45,12,12806.400000000001,7209.440436223831
157,electronics,3850,4,392,20,44,135520.0,152714.78949746056
158,home,3525,2,354,32,29,81780.0,76327.72923174429
159,electronics,2964,4,142,49,4,9484.8,5009.612343816162
160,electronics,168,2,5,19,27,3628.8,3890.8743245959436
161,home,1315,4,387,64,12,12624.0,5176.621620723266
162,electronics,260,2,376,69,52,10816.0,5000.445704850984
163,home,3617,2,226,40,25,72340.0,48901.13900290194
164,electronics,612,2,195,9,59,28886.4,37204.03031356138
165,home,1231,4,89,3,34,33483.2,37659.25918827027
166,electronics,2301,4,176,6,70,128856.0,150558.03498516246
167,home,2620,3,105,15,4,8384.0,7278.6258092646185
168,electronics,539,3,371,19,62,26734.399999999998,22000.381968670976
169,home,3019,3,1,34,4,9660.8,8783.867758778662
170,electronics,2015,2,226,18,0,0.0,0.0
171,electronics,3141,3,165,45,23,57794.4,34999.38185904958
172,electronics,3668,1,385,59,9,26409.600000000002,11566.696778685386
173,home,3404,3,184,63,31,84419.2,41927.47237309153
174,electronics,1301,2,6,40,34,35387.2,24935.802196626464
175,home,1158,1,105,22,65,60216.0,68855.2795792569
176,home,698,4,263,27,24,13401.599999999999,11824.199406733953
177,electronics,2865,3,67,15,23,52716.0,49926.43151350824
178,home,1909,4,50,8,19,29016.8,30180.215523448565
179,electronics,1029,3,120,56,9,7408.8,3869.0485656696733
180,electronics,3220,1,172,19,72,185472.0,175544.23485982599
181,home,2268,2,104,42,73,132451.2,94640.29024476277
182,electronics,3976,3,393,13,14,44531.200000000004,51638.114327558185
183,home,2241,3,253,39,44,78883.2,59914.37986569022
184,home,1322,4,159,14,49,51822.399999999994,50347.215501702834
185,electronics,3342,1,387,45,6,16041.599999999999,9724.069073002975
186,home,3033,1,286,37,71,172274.4,158282.7587305317
187,home,552,4,186,65,73,32236.800000000003,12431.646261068676
188,electronics,2785,2,198,28,63,140364.0,118386.20452332786
189,home,841,4,22,62,58,39022.399999999994,15834.855715588432
190,home,2996,1,145,19,2,4793.6,5343.5390842444185
191,home,1537,2,298,29,49,60250.399999999994,45367.00985405801
192,electronics,1278,2,285,63,45,46008.0,23894.211647688204
193,home,2231,4,78,54,47,83885.59999999999,54746.96952633471
194,electronics,1827,4,19,50,53,77464.79999999999,56273.62463398855
195,home,3674,3,196,38,2,5878.4,4417.330977967254
196,electronics,1013,1,40,7,0,0.0,0.0
197,electronics,687,3,395,62,12,6595.200000000001,2808.2828599131053
198,home,342,2,151,63,62,16963.2,6527.513910656272
199,home,1668,3,235,19,44,58713.600000000006,51349.48942748749
200,electronics,852,1,390,51,9,6134.400000000001,3715.529619381113
201,electronics,3146,3,37,66,34,85571.20000000001,41316.836707067014
202,electronics,3188,3,97,45,44,112217.6,73646.71631823396
203,electronics,2510,1,304,21,69,138552.0,124391.84332974134
204,home,1873,1,21,13,1,1498.4,1587.0853589418875
205,electronics,3106,3,306,65,41,101876.8,46311.32193247922
206,electronics,862,1,102,45,47,32411.2,25917.21569798058
207,home,3227,1,130,46,12,30979.199999999997,18986.345882858597
208,electronics,2723,2,205,8,30,65352.0,63655.86477323619
209,home,38,1,65,14,14,425.59999999999997,406.7588258368613
210,home,1075,1,285,29,75,64500.0,49572.05246616328
211,electronics,233,1,180,46,14,2609.6,1459.1190189432778
212,electronics,1974,1,228,14,16,25267.2,23457.82201747325
213,home,3288,4,313,61,47,123628.8,70663.43786677065
214,home,862,3,370,35,58,39996.8,36173.76673623071
215,home,1012,2,308,62,52,42099.200000000004,16060.411733645995
216,home,3674,4,133,19,2,5878.4,6330.914121842174
217,electronics,1747,1,351,66,77,107615.2,36970.08190535774
218,home,2195,1,77,30,77,135212.0,113123.04528993602
219,electronics,434,3,334,52,66,22915.2,14272.197827430067
220,electronics,426,1,338,17,0,0.0,0.0
221,home,1073,4,360,56,18,15451.199999999999,7852.870449502669
222,home,348,1,134,4,20,5568.0,6347.481657624923
223,home,2311,2,355,19,49,90591.2,106619.77885051732
224,home,3309,1,140,20,47,124418.4,132738.17476319426
225,electronics,1162,4,153,13,14,13014.4,16939.50278345622
226,home,1218,1,94,29,62,60412.799999999996,61849.33883847618
227,home,258,2,312,68,8,1651.2,703.8748061354102
228,home,1118,3,145,6,1,894.4,986.7684171057161
229,home,2551,4,370,53,63,128570.4,74619.41338186413
230,home,3267,1,97,37,59,154202.4,102008.31644437806
231,home,82,4,230,22,44,2886.3999999999996,2380.9791403889185
232,home,2331,3,325,57,22,41025.6,25202.71445745711
233,electronics,1867,2,63,53,79,117994.4,56294.87051928698
234,home,1783,4,100,41,53,75599.20000000001,59224.703235997156
235,home,2540,1,391,44,79,160528.0,112590.63286997458
236,home,3284,3,157,42,31,81443.2,67754.56613856115
237,electronics,3405,2,18,18,25,68100.0,63436.99323626864
238,home,3726,1,380,25,75,223560.0,249244.815241853
239,home,2881,2,234,1,73,168250.40000000002,222472.42831059446
240,home,3545,2,222,11,33,93588.0,86903.43556526289
241,electronics,3279,3,387,57,73,191493.59999999998,108038.81910021431
242,electronics,2928,3,4,55,7,16396.8,7429.56159377722
243,home,1156,4,282,56,78,72134.4,44139.81969082906
244,home,239,3,97,52,10,1912.0,932.1605900291793
245,electronics,2380,1,8,44,32,60928.0,36957.90559590371
246,home,2838,4,163,69,11,24974.4,8281.848761163705
247,electronics,2715,4,34,54,67,145524.0,75637.84711740128
248,home,3663,3,31,58,46,134798.4,71954.70225132663
249,electronics,3610,1,226,24,27,77976.0,71137.37166430941
250,electronics,1233,1,303,17,18,17755.2,19745.881868926197
251,electronics,244,1,163,35,11,2147.2,1857.8934679119307
252,electronics,2172,4,183,22,52,90355.2,95976.98133878519
253,home,592,2,351,25,67,31731.2,29892.232630992905
254,electronics,617,4,120,11,33,16288.800000000001,15597.39606551692
255,home,1202,1,339,41,76,73081.6,53172.43117916316
256,home,2543,2,192,47,52,105788.8,78889.66251392603
257,electronics,636,2,329,29,79,40195.200000000004,34684.22634458747
258,electronics,3833,4,301,69,39,119589.6,40224.05786581652
259,electronics,476,3,377,12,69,26275.2,30955.309473287176
260,electronics,2060,3,326,12,11,18128.0,16591.031388925836
261,electronics,2759,2,101,33,45,99323.99999999999,94453.35088675129
262,home,3831,3,364,66,43,131786.4,45831.89612183429
263,electronics,755,1,93,19,8,4832.0,4020.8568973424344
264,electronics,1175,4,21,41,44,41360.0,30135.139079932855
265,electronics,3130,2,354,7,44,110176.0,118208.74059721176
266,electronics,2375,4,78,6,49,93100.0,88570.89307398816
267,electronics,1582,2,254,24,55,69608.0,69838.1165530778
268,home,471,3,28,40,65,24492.0,18305.84734546769
269,electronics,1410,3,92,22,23,25944.0,30095.897738330466
270,electronics,3807,4,53,27,32,97459.2,103476.79532889227
271,home,3583,4,309,50,62,177716.80000000002,98664.29150748697
272,home,3054,4,205,29,48,117273.59999999999,111869.4421210054
273,electronics,3840,4,181,11,79,242688.0,307385.8342692958
274,home,3135,4,382,38,73,183084.0,139840.66954016432
275,home,252,1,383,31,53,10684.8,7386.477175793229
276,electronics,78,4,209,32,72,4492.8,3986.882549489267
277,electronics,3109,1,351,3,68,169129.59999999998,225435.36388620993
278,electronics,78,3,371,30,45,2808.0,2894.3474252500373
279,electronics,1596,4,121,2,31,39580.799999999996,49355.122962659385
280,home,2879,4,296,15,7,16122.399999999998,18195.27672006886
281,home,903,3,48,52,38,27451.2,18281.220336059483
282,home,124,3,64,66,3,297.6,117.01269555598466
283,home,2088,1,66,24,24,40089.600000000006,33855.39041373248
284,home,2412,3,262,45,46,88761.59999999999,61399.46695037858
285,electronics,25,2,54,11,74,1480.0,1874.1855979820366
286,home,2272,4,230,34,37,67251.2,65922.07531077373
287,electronics,2145,2,185,46,27,46332.0,27299.826120259477
288,home,2804,2,345,37,5,11216.0,7218.658757508029
289,electronics,2003,2,312,18,70,112168.0,115691.99535506452
290,electronics,2512,3,343,34,72,144691.19999999998,106340.34731168098
291,electronics,2426,2,198,69,64,124211.2,40276.01127551818
292,home,1841,2,94,34,73,107514.4,101700.68724860794
293,home,2135,3,189,56,23,39284.0,24632.36817639845
294,home,320,4,53,66,12,3072.0,1449.1710084637893
295,home,87,4,261,20,76,5289.599999999999,5281.59396616195
296,home,3277,1,239,3,34,89134.4,105171.59010283332
297,electronics,545,2,281,69,18,7848.0,3409.7965815553284
298,electronics,2958,3,221,17,39,92289.6,79516.4550050508
299,electronics,1654,3,63,11,22,29110.4,35741.168552221665
300,electronics,1003,2,397,53,13,10431.199999999999,5604.9690198646595
301,home,3590,4,139,34,28,80416.0,70569.75911895177
302,home,2683,3,147,48,56,120198.40000000001,79745.58667416446
303,home,342,2,86,58,60,16416.0,10124.212936231144
304,electronics,3491,3,59,64,6,16756.800000000003,8247.50387376213
305,home,2870,1,306,58,21,48216.0,24195.000250605117
306,home,652,3,211,30,65,33904.0,27703.172009740705
307,electronics,1559,1,292,57,56,69843.2,44846.54930887643
308,home,1019,3,137,49,45,36684.0,21869.92634525948
309,home,3622,1,215,47,79,228910.4,122724.25376879709
310,home,491,2,157,25,65,25532.0,19812.03657313405
311,electronics,3461,3,354,10,48,132902.40000000002,172269.8048555989
312,electronics,3137,2,63,22,14,35134.4,36829.846777609375
313,electronics,2425,2,279,37,5,9700.0,8183.692997844338
314,home,3103,3,65,2,63,156391.2,213677.35432694977
315,electronics,476,3,211,6,71,27036.8,33847.46544007819
316,home,360,1,328,68,10,2880.0,1290.8435441462748
317,home,1747,2,47,7,54,75470.4,80318.79800661765
318,home,3605,4,189,20,32,92288.0,100799.4408463258
319,electronics,3529,4,308,25,67,189154.4,148449.33567569783
320,electronics,1811,4,47,7,22,31873.6,42241.70433450982
321,electronics,597,1,171,8,20,9552.0,10997.220449024504
322,electronics,1470,3,375,22,45,52920.0,44705.50798224124
323,home,1148,1,53,19,25,22960.0,24111.65534550097
324,electronics,1848,2,377,52,34,50265.600000000006,35966.85881078693
325,electronics,2706,3,394,12,40,86592.0,87715.7377483113
326,home,983,3,82,20,50,39320.0,43440.577528538066
327,home,470,3,42,5,74,27824.0,27030.932796876048
328,electronics,1369,1,172,24,60,65712.0,71924.35735628419
329,home,3588,2,273,50,69,198057.6,140409.37666298178
330,electronics,2557,1,12,12,12,24547.199999999997,23683.591264669234
331,home,1685,3,333,0,22,29656.0,42599.246484303825
332,electronics,2317,3,359,67,36,66729.59999999999,22206.599081740864
333,electronics,3551,4,78,17,78,221582.40000000002,193464.178575989
334,electronics,1301,3,56,7,52,54121.6,75351.06704610368
335,electronics,1539,3,82,43,31,38167.200000000004,29902.559305901323
336,electronics,3445,1,274,9,7,19292.0,21491.878120634417
337,electronics,3436,2,190,69,40,109952.0,35377.0560341261
338,electronics,1598,4,318,69,61,77982.40000000001,36026.007833795775
339,home,3996,4,174,65,30,95904.0,45278.93868841355
340,home,3509,2,99,11,46,129131.2,117563.93853148223
341,home,2412,4,250,29,51,98409.59999999999,90546.72277289981
342,electronics,1463,3,313,10,22,25748.800000000003,27897.13297865708
343,electronics,2283,1,259,33,62,113236.8,86682.20109654967
344,electronics,1147,4,242,67,52,47715.200000000004,15826.655376998555
345,home,1278,2,142,59,32,32716.8,14907.21554956749
346,home,2218,3,312,36,62,110012.8,71322.69529912581
347,home,1492,1,245,28,28,33420.799999999996,33502.5134812098
348,home,357,1,100,43,22,6283.200000000001,4662.850523713178
349,home,3531,4,350,51,52,146889.6,93604.00750729714
350,electronics,3576,3,276,49,58,165926.40000000002,123225.49936114711
351,home,1130,1,28,40,40,36160.0,24970.539076896603
352,electronics,1781,3,60,52,42,59841.6,31138.090378205037
353,electronics,286,1,355,20,0,0.0,0.0
354,electronics,3149,3,17,63,73,183901.59999999998,95471.68761977715
355,home,644,4,135,40,65,33488.0,29065.655522209436
356,electronics,468,3,121,11,29,10857.599999999999,11749.55151056304
357,electronics,3082,3,108,61,51,125745.59999999999,66706.43093954063
358,home,1740,1,230,36,59,82128.0,70312.52741717192
359,electronics,3834,4,124,65,34,104284.79999999999,46660.164187520815
360,home,1702,4,263,62,44,59910.399999999994,23659.4241027073
361,electronics,1260,3,33,31,1,1008.0,942.4816180416083
362,electronics,3555,4,28,56,59,167796.0,110165.21156417458
363,electronics,1784,3,232,64,54,77068.8,37616.8343030653
364,home,3661,2,186,22,18,52718.4,53456.957267593876
365,home,3821,3,84,36,7,21397.600000000002,19979.457838959595
366,home,2103,3,22,24,73,122815.20000000001,108235.51277047451
367,electronics,292,1,158,3,0,0.0,0.0
368,home,1369,2,303,4,0,0.0,0.0
369,home,758,3,47,68,12,7276.799999999999,2827.096515234272
370,home,370,1,364,33,75,22200.0,16352.383115618384
371,electronics,2770,3,4,15,29,64264.0,65559.57934555488
372,electronics,2747,4,362,40,2,4395.2,3721.5465063602833
373,home,102,4,73,46,52,4243.2,2488.911076540977
374,electronics,2878,4,152,61,17,39140.8,15341.626419782466
375,electronics,1365,3,368,39,39,42588.0,26610.880018329914
376,electronics,2116,2,317,61,12,20313.6,11586.818318769925
377,electronics,3488,2,230,24,67,186956.80000000002,176019.4705994586
378,electronics,1314,1,102,28,6,6307.200000000001,6420.634985372435
379,electronics,1307,3,80,60,71,74237.59999999999,31078.507951371437
380,home,2743,3,386,23,74,162385.6,182758.56028860144
381,electronics,2271,2,224,32,71,128992.8,93734.31025861116
382,electronics,404,1,59,45,59,19068.8,13042.25110010993
383,home,3154,3,173,59,54,136252.8,73447.93984134585
384,electronics,3265,4,327,14,52,135824.0,133315.3685824438
385,electronics,1519,2,299,56,65,78988.0,43587.34657363373
386,electronics,2019,1,191,54,43,69453.6,44214.755521993764
387,home,3448,4,213,66,3,8275.2,3939.185166694691
388,home,2396,4,173,60,4,7667.2,3079.3635321191614
389,electronics,983,2,286,44,63,49543.2,37099.08745106444
390,home,1017,4,123,1,69,56138.4,56315.56693548527
391,electronics,193,1,58,42,72,11116.800000000001,9019.484242008106
392,electronics,2308,4,52,67,37,68316.8,25394.945708260017
393,electronics,1318,2,178,53,47,49556.8,31106.6499020679
394,home,2945,3,169,49,22,51832.0,38224.38344361717
395,home,1974,3,320,52,78,123177.6,85962.16303243347
396,electronics,3938,3,383,62,5,15752.0,7864.779842534615
397,electronics,2926,2,31,11,44,102995.20000000001,126761.9370106738
398,home,2118,4,241,20,27,45748.8,51882.77885841882
399,home,2380,1,161,58,14,26656.0,14331.062314712872
400,electronics,3806,4,280,53,47,143105.6,88684.82049734483
401,electronics,3456,3,133,8,72,199065.6,187775.64548512467
402,electronics,2260,4,163,42,3,5424.0,3281.7479414969994
403,home,2325,2,37,24,43,79980.0,90274.89689449665
404,electronics,3965,1,88,6,0,0.0,0.0
405,home,1578,3,397,65,69,87105.6,40451.77746793402
406,home,3634,4,27,14,46,133731.19999999998,168327.87473714032
407,electronics,808,4,87,45,69,44601.6,31883.105224015177
408,electronics,173,3,170,25,43,5951.2,6086.110575907746
409,home,2813,4,358,11,35,78764.0,76231.37000715297
410,home,2597,2,340,27,10,20776.0,22130.121928824377
411,home,1777,4,144,52,42,59707.2,33470.36025995381
412,home,1345,2,292,1,69,74244.0,79923.07657730533
413,electronics,1984,3,331,45,58,92057.6,56708.10245637394
414,electronics,3525,1,64,37,54,152280.0,100642.91015074454
415,electronics,968,1,337,66,11,8518.4,3336.4598692358327
416,home,1411,4,391,5,20,22576.0,24936.89353946908
417,electronics,589,2,394,65,67,31570.399999999998,11647.526079508398
418,home,86,4,40,4,8,550.4,666.1332314771839
419,home,2192,4,171,1,38,66636.8,91724.65349397778
420,electronics,3884,1,127,45,64,198860.8,128108.15001050994
421,home,1747,1,291,33,4,5590.4,5616.282883516201
422,home,1639,1,102,33,78,102273.6,82375.55729049895
423,home,2419,2,91,29,46,89019.2,69776.50837237442
424,electronics,570,2,340,38,77,35112.0,24512.025813727676
425,electronics,198,1,214,29,40,6336.0,5285.609323103634
426,electronics,409,1,177,63,19,6216.8,3375.7602977625797
427,electronics,2144,1,175,68,23,39449.6,16195.571513501178
428,electronics,1282,3,193,16,38,38972.799999999996,41907.19557620872
429,electronics,2973,3,297,14,6,14270.400000000001,18388.658766526663
430,home,927,3,176,51,45,33372.0,23894.96309273658
431,electronics,3435,1,85,24,2,5496.0,5939.576227893254
432,home,3104,4,262,49,65,161408.0,120542.75059904097
433,electronics,199,2,245,3,51,8119.2,10941.762774556057
434,electronics,3151,3,150,64,2,5041.6,1854.9802161222879
435,electronics,651,4,126,54,23,11978.4,6384.718995983935
436,electronics,2087,4,206,54,16,26713.6,13871.374448015913
437,electronics,3995,1,289,54,69,220524.0,149444.51651341337
438,home,3577,2,137,5,72,206035.19999999998,285387.3380288841
439,home,621,2,53,12,62,30801.600000000002,31250.305173137815
440,home,2927,1,126,39,56,131129.6,103250.87625165629
441,electronics,2453,3,262,19,78,153067.2,172620.0517643772
442,home,3102,2,385,45,66,163785.6,106152.31465655654
443,electronics,3649,4,300,29,52,151798.4,134074.8829661962
444,electronics,582,2,344,8,9,4190.400000000001,4787.526831071627
445,home,1081,2,44,21,56,48428.799999999996,50551.96043759903
446,home,1234,3,301,4,37,36526.4,39531.88585610353
447,electronics,2465,2,115,62,51,100572.0,48044.791756892555
448,home,3482,1,268,56,8,22284.8,13050.978109971511
449,electronics,2651,1,351,2,31,65744.8,82029.3265852452
450,electronics,3346,1,253,10,26,69596.8,70888.07863387762
451,home,3369,3,128,31,74,199444.8,188333.9284707703
452,electronics,1221,4,169,65,65,63492.0,26588.0513963103
453,home,3924,3,222,39,56,175795.19999999998,116153.700710912
454,home,1533,1,109,53,36,44150.4,28768.765534480277
455,home,3327,2,253,49,12,31939.199999999997,21190.57500621405
456,home,24,4,141,40,51,979.1999999999999,646.9085247243157
457,electronics,739,3,322,1,64,37836.8,50196.869347907836
458,home,2130,2,343,60,66,112464.0,52612.65427366988
459,home,1090,1,336,36,67,58424.0,43921.68374379265
460,electronics,684,3,30,27,37,20246.4,17173.139410006825
461,electronics,1244,3,379,34,46,45779.200000000004,42849.14817294003
462,electronics,569,4,93,35,4,1820.8,1529.6661275956237
463,home,1057,4,91,14,21,17757.600000000002,20587.692180010647
464,home,2965,4,49,30,47,111484.0,86511.27297597134
465,home,907,2,309,0,31,22493.600000000002,27503.82108033107
466,electronics,3869,4,196,2,17,52618.399999999994,73594.52709208589
467,home,2935,2,74,19,15,35220.0,32373.861470982094
468,electronics,455,3,269,7,62,22568.0,29275.950113362247
469,electronics,1747,3,276,39,67,93639.2,71414.44117810903
470,home,458,2,185,65,71,26014.399999999998,9655.384928659018
